Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
2025/11/26 11:32:07 AM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Writing;Brainstorming;Academic Work,2,"If internet disappears, then to be honest, we can’t do anything, life will stop, if AI will disappear, that’s not a big issue, but internet is important. Internet is necessary for communication with other people quickly, searching things that will take time using physical resources, and for learning instantly something, we need internet, for entertainment, we need internet since we can choose what to watch at what time which is impossible by a TV. So, internet is very important.",yes,1,10,No,Maybe
2025/11/27 7:56:52 AM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,3,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",No,3,8,Yes,Yes
2025/12/04 9:47:59 AM GMT+5:30,22,Male,Graduate,Yes,Once a day,Academic Work,5,It will be difficult ,yes,5,10,No,Yes
2026/01/28 1:57:21 PM GMT+5:30,24,Male,Undergraduate,Yes,A few times a week,Research;Coding;Professional Work,3,If interest disappears suddenly firstly it would make me upset coz i cant use my social media handles  moreover i m unable to have video chat with my bae .,yes,4,5,No,Maybe
2026/01/29 9:30:07 AM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,3,"If Internet is desepeare communication is slow down Education, work, and businesses would move back to offline systems, Although the initial days would be confusing and difficult to spent time without internet.",No,5,6,No,Maybe
2026/02/10 3:23:13 PM GMT+5:30,24,Male,Postgraduate / PhD,Yes,Once a day,Writing;Research;Professional Work;,2,"Someone's who's into digital marketing, it would make much difference in my life but it ain't because of AI much",yes,4,9,No,Yes
2026/02/10 3:23:21 PM GMT+5:30,23,Male,Graduate,Yes,Multiple times a day,Writing,4,no,yes,5,5,Yes,Yes
2026/02/10 4:38:26 PM GMT+5:30,53years,Female,Graduate,Yes,Multiple times a day,Writing,4,Not possible ,No,6,5,Yes,No
2026/02/10 8:22:58 PM GMT+5:30,21,Female,Graduate,Yes,Once a day,Writing;Research;Brainstorming;Academic Work;Professional Work,3,"Internet connects us all , it has intervined with our life's like our biological processes .
From waking up to closing our day off internet connects us all.
Even the Google form i am currently filling is possible due to internet connection. 
It has made our huge globe into a small family. Weather reports to commute to communication to education to work life are all heavily based on internet.",yes,3,10,No,Maybe
2026/02/10 11:04:25 PM GMT+5:30,19,Female,Undergraduate,Yes,A few times a week,Writing;Professional Work,2,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,yes,2,10,Yes,Maybe
2026/02/11 5:42:12 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing;Brainstorming;Academic Work;Professional Work,3,"If the internet disappeared tomorrow, everyone's lives would most probably face really drastic changes. Financial institutions, for one, that are heavily dependant on the internet nowadays, would collapse almost instantly, leading to widespread panic and breakdown of global supply chains. Almost all devices and forms of communication, other than satellite based ones, would die. Good luck trying to call your friends to share the news (not like they already know). Overall, the world would go back to the way it was in the 70s, except for the fact that nobody knows how to live that way anymore and almost all systems and institutions are heavily dependant on the internet. It would take some time, but eventually we'd all learn to live that way again, most likely, for the better.",yes,10,10,No,Yes
2026/02/11 10:26:15 PM GMT+5:30,22,Male,Undergraduate,Yes,Multiple times a day,Research,4,"If the internet disappeared tomorrow, the first thing that would change in my life is ________.
I usually use the internet for ________, so my daily routine would become ________.
Studying or doing homework would be ________ because ________.
I would communicate with friends and family by ________ instead of ________.
At first I would feel ________, but later I might ________.
One good/bad effect of this change would be ________.",yes,6,6,No,Maybe
2026/02/12 11:08:03 PM GMT+5:30,20,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming;Academic Work;Professional Work;Personal doubts ,2,"If the internet disappeared tomorrow firstly it would he very difficult for me to realise that this really happened honestly i will freak out and make myself believe that this really happened in the morning first thing after i get freshened up i check my phone WhatsApp Instagram and other social media platforms my messages calls from family friends and others firstly that thing will be gone no connection with any of my mutuals so that will kinda hurt me a lil that i connect with my freind and family members who live far from me or abroad and there will be no entertainment stuff like youtube, Netflix and other streaming platforms and i cant use any online facilities like ordering food from zomato or grocery from blinkit and i can use upi to pay all the knlinw paying system will die so first i would not be able to realise that from now onwards i cant use this all things and to be honest not just me anyone else will also be not able to believe that this is really happening like in the year 2026 the world is completely running on internet all the multi billion dollar businesses are running on internet if internet would be gone there would be no life for me because in today modern world all of us are fully dependent on internet and like my life will be better in terms of like i would know my city better i would spend time reading books and watching the sun and nature more which is also nice but in today world like life is fully dependent on internet it is still difficult to live without internet so it would be difficult for me to survive properly without internet like it would take lot of time for me to get habitual without internet so in the last i would say that we all know we are fully dependent on internet and everyone else will also agree with me that internet also makes things easy so life without internet is something which i cannot imagine ",yes,1,8,No,Maybe
2026/02/25 7:09:45 PM GMT+5:30,22,Female,Graduate,Yes,Once a day,Writing;Academic Work,2,"If the internet disappeared tomorrow, the whole life will change as everyone is dependent on internet, the work will be stopped in corporates, schools, colleges, institutes etc. as internet is required everywhere and in everything. ",yes,2,5,No,Yes
2026/02/26 7:05:36 PM GMT+5:30,23,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,3,"If the internet disappeared, it would definitely change everyone's life in both negative and positive ways. Disconnect from social world resulting to isolated environment where people do not have means to share information to large scale. This situation will totally degrade the value of technologies we are using with internet facility. Positive aspect is that people waste a lot of time using internet for exploring outer world, disappeared internet facility gives more time to explore inner world by connecting to our true being and focusing on self-growth.  ",yes,4,9,Yes,Yes
2026/02/26 11:10:33 PM GMT+5:30,22,Female,Postgraduate / PhD,Yes,Multiple times a day,Coding;Brainstorming;Academic Work,3,If talking about life without internet that is going to be too damn difficult because starting from how I will reach my work place to talking to my friends I need it everyday internet is like a basic necessity if we don't have recharge for a day the dsy goes too damn slow not because we don't want to work or anything because all the work is dependent on it and I think my work would not exist without internet as what would I do of the websites if no one is going to use or have access to it,yes,1,10,No,No
